img,obj_number,volume,yfp
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,30.0,1781.0,3873411.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,36.0,1527.0,3321062.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,39.0,2586.0,5627096.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,41.0,627.0,1364376.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,45.0,137.0,297614.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,46.0,476.0,1034213.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,48.0,2684.0,5834467.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,56.0,371.0,807131.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,57.0,1752.0,3814870.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,58.0,1092.0,2377530.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,60.0,13.0,28130.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,75.0,584.0,1268858.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,77.0,17.0,36925.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,85.0,433.0,941339.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,91.0,144.0,313015.0
controls_w5447.laser.35_noyfp_0_minusbest_2_t0.tif,112.0,208.0,453022.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,1.0,1266.0,4978836.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,2.0,2545.0,7932270.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,3.0,246.0,701687.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,4.0,2314.0,6955597.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,5.0,1583.0,5701278.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,6.0,434.0,1457747.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,7.0,668.0,2070147.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,8.0,1512.0,5467581.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,10.0,3247.0,10167434.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,15.0,824.0,2146410.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,17.0,1614.0,10685565.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,18.0,959.0,2844227.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,19.0,1802.0,5380341.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,21.0,1592.0,4466406.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,22.0,1751.0,5053488.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,23.0,971.0,3205988.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,25.0,556.0,1720833.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,26.0,2207.0,6223465.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,28.0,501.0,1689161.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,31.0,973.0,3138638.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,32.0,1957.0,5990046.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,33.0,1595.0,5397287.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,34.0,2559.0,7672407.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,35.0,1582.0,8604958.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,37.0,410.0,1237023.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,41.0,1431.0,4216746.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,42.0,1494.0,4469117.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,43.0,2244.0,8999197.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,45.0,1710.0,5383218.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,50.0,898.0,2720566.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,51.0,21.0,457403.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,52.0,36.0,92290.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,53.0,2779.0,7723594.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,56.0,2103.0,5842690.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,63.0,2033.0,6711545.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,69.0,272.0,744098.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,79.0,1112.0,4171264.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,80.0,7.0,17180.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,96.0,91.0,274199.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,97.0,1.0,4827.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,106.0,572.0,1593006.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,112.0,1.0,3189.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,116.0,218.0,769669.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,118.0,65.0,173817.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,132.0,118.0,299247.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,133.0,2.0,5007.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,144.0,1538.0,4797798.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t1.tif,156.0,384.0,1073845.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,1.0,2203.0,5939295.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,3.0,2458.0,9542758.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,4.0,1749.0,5030962.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,5.0,3970.0,12100960.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,6.0,1713.0,4427084.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,8.0,1906.0,5269536.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,9.0,2831.0,7615241.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,12.0,3.0,7316.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,13.0,2674.0,10714114.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,18.0,1612.0,3953434.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,19.0,1175.0,4544243.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,20.0,2738.0,9725497.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,21.0,774.0,2252977.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,22.0,1627.0,4481714.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,23.0,3223.0,11447068.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,25.0,2566.0,7737438.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,26.0,3036.0,9153766.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,27.0,2291.0,7653737.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,29.0,1520.0,3726009.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,30.0,1025.0,2784675.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,34.0,2537.0,7430927.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,41.0,1521.0,4052226.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,47.0,1179.0,3521317.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,51.0,149.0,383377.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,54.0,380.0,1802209.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,56.0,2125.0,6277193.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,57.0,775.0,1930562.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,62.0,2087.0,6048679.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,64.0,20.0,49218.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,74.0,515.0,1308765.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,75.0,362.0,1660996.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,83.0,140.0,1182308.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,84.0,1169.0,3849835.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,85.0,1426.0,4110051.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,87.0,89.0,239166.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,88.0,94.0,243443.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,98.0,48.0,134222.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,103.0,830.0,2214035.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,136.0,1.0,2363.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,143.0,3.0,7071.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,144.0,227.0,591667.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,145.0,827.0,3145489.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,147.0,3287.0,9850117.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,160.0,259.0,655339.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,162.0,143.0,368476.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,170.0,2.0,4433.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,181.0,72.0,178130.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,183.0,107.0,535869.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,184.0,132.0,444345.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,186.0,20.0,51206.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t2.tif,188.0,1.0,2208.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,1.0,1162.0,2874455.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,2.0,1289.0,3581810.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,3.0,2066.0,6165572.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,5.0,2704.0,7677269.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,6.0,1958.0,8593004.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,7.0,3047.0,7710606.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,8.0,2166.0,5350154.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,9.0,2184.0,8645188.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,10.0,2188.0,5833575.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,11.0,1842.0,5964306.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,12.0,1708.0,4969429.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,13.0,2964.0,7761168.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,14.0,1428.0,3738881.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,16.0,459.0,1173640.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,17.0,2512.0,7106363.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,18.0,2806.0,7776350.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,19.0,3225.0,8245475.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,20.0,638.0,2883870.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,25.0,2734.0,9132210.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,26.0,2201.0,7438590.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,27.0,1652.0,4494032.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,28.0,643.0,1627843.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,35.0,373.0,883674.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,36.0,3186.0,9696567.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,39.0,1879.0,4608315.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,42.0,841.0,3769578.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,47.0,1321.0,3560520.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,48.0,1298.0,3120522.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,49.0,724.0,1842459.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,54.0,820.0,2090294.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,57.0,261.0,617721.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,61.0,2307.0,5638484.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,62.0,13.0,29475.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,65.0,1.0,2325.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,67.0,23.0,54291.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,69.0,37.0,96763.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,81.0,231.0,591412.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,82.0,2087.0,7257064.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,83.0,588.0,1528051.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,86.0,11.0,25983.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,88.0,1561.0,4810905.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,90.0,133.0,338761.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,104.0,132.0,316296.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,105.0,2249.0,5885945.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,118.0,456.0,1566291.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,119.0,1676.0,4570539.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,129.0,1346.0,3909778.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,137.0,63.0,199912.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,143.0,937.0,2418497.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,152.0,4.0,9380.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,154.0,235.0,1053958.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,159.0,327.0,799572.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,170.0,13.0,29809.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,176.0,518.0,1473283.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,184.0,117.0,323632.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,199.0,231.0,592683.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,216.0,62.0,155047.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,218.0,590.0,1423475.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,226.0,382.0,940652.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,230.0,80.0,325084.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,232.0,68.0,364749.0
timelapse_w5447.laser.35_yfp15_50_minusbest_5_t3.tif,235.0,736.0,2442520.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,1.0,2081.0,5449701.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,2.0,722.0,2344028.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,3.0,266.0,745714.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,4.0,222.0,606460.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,5.0,859.0,2551620.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,6.0,1697.0,6508890.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,7.0,2747.0,7957823.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,8.0,1712.0,4866085.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,9.0,2062.0,6809303.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,10.0,1453.0,4989147.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,16.0,1213.0,3900481.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,19.0,1254.0,3916115.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,21.0,131.0,366786.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,25.0,1839.0,4952541.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,30.0,2301.0,9214855.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,34.0,238.0,1514645.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,35.0,777.0,2165266.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,43.0,1577.0,4207719.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,49.0,1590.0,4393651.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,51.0,1159.0,3929579.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,53.0,668.0,1867338.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,54.0,469.0,1631277.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,56.0,1712.0,5466463.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,59.0,419.0,2326596.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,63.0,292.0,3262790.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t1.tif,78.0,113.0,300409.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,1.0,2159.0,6783727.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,2.0,1051.0,2882760.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,3.0,1962.0,5974170.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,4.0,2523.0,7249900.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,5.0,1794.0,7219641.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,7.0,2752.0,7466811.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,8.0,179.0,482984.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,9.0,1735.0,4797052.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,11.0,3097.0,9355306.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,12.0,2172.0,7719525.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,15.0,205.0,513734.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,16.0,3419.0,11820953.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,25.0,51.0,126422.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,27.0,564.0,1488669.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,32.0,2901.0,7585101.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,33.0,528.0,2341560.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,34.0,2585.0,7010893.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,35.0,1389.0,4054192.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,43.0,2705.0,6956703.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,45.0,1065.0,2727022.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,47.0,3616.0,13276069.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,52.0,160.0,387290.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,58.0,323.0,824824.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,62.0,1756.0,6626143.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,66.0,757.0,2182002.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,68.0,1343.0,3425652.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,88.0,302.0,791563.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,90.0,2452.0,8352142.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,102.0,800.0,2178533.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,132.0,19.0,88518.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,134.0,111.0,266322.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,135.0,115.0,322864.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t2.tif,137.0,6.0,28504.0
timelapse_w5447.laser.35_yfp15_50_minusbest_3_t3.tif,1.0,3.0,7516.0
