img,obj_number,volume,yfp,dox,substrate,bestradiol,timepoint,time_in_hr
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,75.0,218.0,503910.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,77.0,17.0,40141.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,83.0,1893.0,4520390.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,99.0,1427.0,3705572.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,102.0,1529.0,3466652.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,110.0,489.0,1700752.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,123.0,102.0,232157.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,124.0,403.0,908815.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,134.0,286.0,729932.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,142.0,200.0,615685.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,143.0,317.0,756176.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,153.0,256.0,581229.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,159.0,310.0,749822.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,161.0,278.0,843179.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t1.tif,169.0,5.0,11545.0,50dox,yfp15,plusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,1.0,1160.0,2721628.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,2.0,1580.0,4183484.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,3.0,276.0,629502.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,4.0,179.0,400791.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,5.0,1647.0,4504348.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,6.0,839.0,2069476.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,7.0,703.0,1574380.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,8.0,532.0,1373682.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,9.0,426.0,1631975.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,12.0,2254.0,6689840.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,14.0,1583.0,3938114.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,17.0,3.0,6655.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,18.0,161.0,363904.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,19.0,1514.0,4730808.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,20.0,2265.0,6727984.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,21.0,1929.0,4599480.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,25.0,239.0,578145.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,26.0,943.0,2290725.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,27.0,2661.0,7479241.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,28.0,52.0,116473.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,31.0,1611.0,4321696.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,32.0,13.0,29209.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,33.0,421.0,948253.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,38.0,145.0,329741.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,39.0,1859.0,4207669.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,40.0,810.0,1890346.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,41.0,861.0,1940867.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,42.0,100.0,222888.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,43.0,851.0,1977723.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,44.0,140.0,312740.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,47.0,2062.0,4744701.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,48.0,2917.0,7419181.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,50.0,328.0,745111.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,52.0,1422.0,4124967.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,53.0,1184.0,2674365.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,56.0,1488.0,3581498.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,66.0,680.0,1616704.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,70.0,229.0,904307.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,71.0,116.0,265028.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,75.0,144.0,325778.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,79.0,1146.0,2596760.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,82.0,244.0,628192.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,86.0,599.0,1349126.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,95.0,774.0,1732365.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,96.0,192.0,434311.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,101.0,654.0,1463984.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,113.0,70.0,163807.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,125.0,323.0,716954.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,126.0,149.0,336601.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,143.0,140.0,311036.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t2.tif,144.0,23.0,51061.0,50dox,yfp15,plusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,1.0,1508.0,3552193.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,2.0,170.0,379713.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,3.0,12.0,27507.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,4.0,41.0,102213.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,5.0,2351.0,5637158.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,7.0,943.0,2215248.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,8.0,415.0,1429224.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,9.0,1201.0,2681754.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,10.0,1921.0,5079669.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,11.0,2761.0,6318106.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,12.0,1566.0,3600899.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,14.0,2196.0,5942302.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,16.0,2717.0,8220447.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,17.0,23.0,55238.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,18.0,1704.0,3915456.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,19.0,1706.0,4553564.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,23.0,1324.0,2999256.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,24.0,75.0,182624.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,25.0,1554.0,4124298.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,30.0,276.0,626329.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,31.0,1839.0,4267500.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,33.0,474.0,1047280.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,36.0,230.0,537374.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,37.0,2430.0,6240702.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,38.0,3894.0,9514405.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,39.0,2197.0,5252338.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,48.0,2396.0,6409358.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,54.0,790.0,1830786.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,55.0,74.0,181485.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,59.0,1703.0,3840689.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,62.0,2311.0,5217172.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,63.0,928.0,2058566.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,64.0,5.0,16063.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,65.0,1120.0,2504320.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,92.0,3.0,11038.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,93.0,382.0,927960.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,97.0,407.0,932900.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,114.0,382.0,1340514.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,123.0,42.0,95443.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,127.0,1310.0,3042870.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,140.0,96.0,219232.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,143.0,928.0,2108586.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,144.0,816.0,1849969.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,156.0,89.0,200092.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,157.0,194.0,474854.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,159.0,141.0,324880.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,162.0,233.0,537745.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,166.0,202.0,491571.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,168.0,104.0,239772.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t3.tif,170.0,250.0,575133.0,50dox,yfp15,plusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,1.0,152.0,346801.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,2.0,8.0,19710.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,3.0,1451.0,3255052.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,4.0,3189.0,7404041.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,5.0,2418.0,5447049.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,6.0,2084.0,5522808.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,7.0,3935.0,9654602.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,8.0,957.0,2148326.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,9.0,1436.0,3755991.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,10.0,2807.0,6660338.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,15.0,567.0,1334817.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,16.0,1970.0,4555244.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,19.0,2385.0,5443433.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,20.0,2033.0,4856963.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,21.0,3258.0,7836055.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,22.0,821.0,1956580.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,23.0,378.0,835489.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,26.0,1749.0,4317326.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,27.0,1373.0,3216544.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,28.0,1579.0,3561809.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,29.0,1826.0,4105097.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,30.0,90.0,219157.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,31.0,2576.0,5800861.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,34.0,79.0,191071.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,38.0,1142.0,2531333.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,39.0,62.0,154167.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,40.0,2770.0,7756864.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,41.0,90.0,201966.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,49.0,183.0,437637.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,50.0,599.0,1383853.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,52.0,172.0,399714.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,54.0,553.0,1253820.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,55.0,25.0,58429.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,56.0,4.0,22273.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,68.0,7.0,16588.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,71.0,475.0,1601848.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,77.0,2206.0,5655190.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,80.0,1588.0,3922791.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,89.0,20.0,45259.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,95.0,2336.0,5368450.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,99.0,450.0,1235382.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,102.0,987.0,2218462.0,50dox,yfp15,plusbest,3.0,0.75
timelapse_w5447.laser.35_yfp15_50dox_plusbest_12_t4.tif,104.0,5.0,11192.0,50dox,yfp15,plusbest,3.0,0.75
