img,obj_number,volume,yfp
deltac30_w4447.laser.35_tom70n_3_4.tif,10.0,853.0,1870071.0
deltac30_w4447.laser.35_tom70n_3_4.tif,12.0,2984.0,6530694.0
deltac30_w4447.laser.35_tom70n_3_4.tif,15.0,1003.0,2187137.0
deltac30_w4447.laser.35_tom70n_3_4.tif,16.0,956.0,2083810.0
deltac30_w4447.laser.35_tom70n_3_4.tif,17.0,1031.0,2248134.0
deltac30_w4447.laser.35_tom70n_3_4.tif,18.0,446.0,972907.0
deltac30_w4447.laser.35_tom70n_3_4.tif,21.0,458.0,1003933.0
deltac30_w4447.laser.35_tom70n_3_4.tif,22.0,679.0,1484244.0
deltac30_w4447.laser.35_tom70n_3_4.tif,23.0,1012.0,2238651.0
deltac30_w4447.laser.35_tom70n_3_4.tif,24.0,303.0,662739.0
deltac30_w4447.laser.35_tom70n_3_4.tif,25.0,65.0,142768.0
deltac30_w4447.laser.35_tom70n_3_4.tif,26.0,696.0,1526177.0
deltac30_w4447.laser.35_tom70n_3_4.tif,27.0,1332.0,2907809.0
deltac30_w4447.laser.35_tom70n_3_4.tif,29.0,1.0,2245.0
deltac30_w4447.laser.35_tom70n_3_4.tif,31.0,674.0,1474711.0
deltac30_w4447.laser.35_tom70n_3_4.tif,33.0,793.0,1733887.0
deltac30_w4447.laser.35_tom70n_3_4.tif,35.0,284.0,621611.0
deltac30_w4447.laser.35_tom70n_3_4.tif,38.0,1973.0,4296558.0
deltac30_w4447.laser.35_tom70n_3_4.tif,39.0,240.0,524792.0
deltac30_w4447.laser.35_tom70n_3_4.tif,40.0,985.0,2146260.0
deltac30_w4447.laser.35_tom70n_3_4.tif,42.0,319.0,696719.0
deltac30_w4447.laser.35_tom70n_3_4.tif,49.0,818.0,1781136.0
deltac30_w4447.laser.35_tom70n_3_4.tif,53.0,192.0,417885.0
deltac30_w4447.laser.35_tom70n_3_4.tif,54.0,536.0,1168961.0
deltac30_w4447.laser.35_tom70n_3_4.tif,55.0,1558.0,3405566.0
deltac30_w4447.laser.35_tom70n_3_4.tif,56.0,1783.0,3891612.0
deltac30_w4447.laser.35_tom70n_3_4.tif,62.0,896.0,1957904.0
deltac30_w4447.laser.35_tom70n_3_4.tif,64.0,1209.0,2630134.0
deltac30_w4447.laser.35_tom70n_3_4.tif,67.0,5.0,10832.0
deltac30_w4447.laser.35_tom70n_3_4.tif,72.0,858.0,1878609.0
deltac30_w4447.laser.35_tom70n_3_4.tif,77.0,455.0,993094.0
deltac30_w4447.laser.35_tom70n_3_4.tif,80.0,431.0,946066.0
deltac30_w4447.laser.35_tom70n_3_4.tif,81.0,629.0,1365663.0
deltac30_w4447.laser.35_tom70n_3_4.tif,84.0,320.0,699631.0
deltac30_w4447.laser.35_tom70n_3_4.tif,85.0,1040.0,2263676.0
deltac30_w4447.laser.35_tom70n_3_4.tif,87.0,191.0,415636.0
deltac30_w4447.laser.35_tom70n_3_4.tif,89.0,111.0,242552.0
deltac30_w4447.laser.35_tom70n_3_4.tif,90.0,491.0,1070408.0
deltac30_w4447.laser.35_tom70n_3_4.tif,94.0,1980.0,4304868.0
deltac30_w4447.laser.35_tom70n_3_4.tif,100.0,33.0,72188.0
deltac30_w4447.laser.35_tom70n_3_4.tif,102.0,106.0,229628.0
deltac30_w4447.laser.35_tom70n_3_4.tif,103.0,199.0,433445.0
deltac30_w4447.laser.35_tom70n_3_4.tif,106.0,20.0,43294.0
deltac30_w4447.laser.35_tom70n_3_4.tif,113.0,183.0,398610.0
deltac30_w4447.laser.35_tom70n_3_4.tif,114.0,229.0,499093.0
deltac30_w4447.laser.35_tom70n_3_4.tif,116.0,410.0,892888.0
deltac30_w4447.laser.35_tom70n_3_4.tif,126.0,25.0,54268.0
deltac30_w4447.laser.35_tom70n_3_4.tif,134.0,92.0,200168.0
deltac30_w4447.laser.35_tom70n_3_4.tif,135.0,5.0,10905.0
deltac30_w4447.laser.35_tom70n_3_2.tif,1.0,327.0,714264.0
deltac30_w4447.laser.35_tom70n_3_2.tif,2.0,1256.0,2737620.0
deltac30_w4447.laser.35_tom70n_3_2.tif,3.0,754.0,1641438.0
deltac30_w4447.laser.35_tom70n_3_2.tif,4.0,1018.0,2217629.0
deltac30_w4447.laser.35_tom70n_3_2.tif,5.0,86.0,190158.0
deltac30_w4447.laser.35_tom70n_3_2.tif,6.0,714.0,1564799.0
deltac30_w4447.laser.35_tom70n_3_2.tif,7.0,596.0,1307583.0
deltac30_w4447.laser.35_tom70n_3_2.tif,8.0,844.0,1865646.0
deltac30_w4447.laser.35_tom70n_3_2.tif,10.0,1965.0,4290398.0
deltac30_w4447.laser.35_tom70n_3_2.tif,11.0,1717.0,3747292.0
deltac30_w4447.laser.35_tom70n_3_2.tif,14.0,1780.0,3894486.0
deltac30_w4447.laser.35_tom70n_3_2.tif,15.0,911.0,1999793.0
deltac30_w4447.laser.35_tom70n_3_2.tif,16.0,964.0,2116856.0
deltac30_w4447.laser.35_tom70n_3_2.tif,17.0,1050.0,2305248.0
deltac30_w4447.laser.35_tom70n_3_2.tif,18.0,1395.0,3049003.0
deltac30_w4447.laser.35_tom70n_3_2.tif,19.0,1404.0,3069027.0
deltac30_w4447.laser.35_tom70n_3_2.tif,20.0,245.0,532926.0
deltac30_w4447.laser.35_tom70n_3_2.tif,22.0,617.0,1346497.0
deltac30_w4447.laser.35_tom70n_3_2.tif,23.0,408.0,893450.0
deltac30_w4447.laser.35_tom70n_3_2.tif,24.0,1285.0,2798245.0
deltac30_w4447.laser.35_tom70n_3_2.tif,26.0,1120.0,2441506.0
deltac30_w4447.laser.35_tom70n_3_2.tif,28.0,1479.0,3231073.0
deltac30_w4447.laser.35_tom70n_3_2.tif,33.0,775.0,1688374.0
deltac30_w4447.laser.35_tom70n_3_2.tif,34.0,950.0,2090694.0
deltac30_w4447.laser.35_tom70n_3_2.tif,36.0,1392.0,3039303.0
deltac30_w4447.laser.35_tom70n_3_2.tif,37.0,81.0,176711.0
deltac30_w4447.laser.35_tom70n_3_2.tif,38.0,213.0,462261.0
deltac30_w4447.laser.35_tom70n_3_2.tif,39.0,977.0,2136343.0
deltac30_w4447.laser.35_tom70n_3_2.tif,40.0,694.0,1509216.0
deltac30_w4447.laser.35_tom70n_3_2.tif,41.0,187.0,406540.0
deltac30_w4447.laser.35_tom70n_3_2.tif,46.0,2337.0,5102484.0
deltac30_w4447.laser.35_tom70n_3_2.tif,47.0,296.0,645809.0
deltac30_w4447.laser.35_tom70n_3_2.tif,51.0,1242.0,2702035.0
deltac30_w4447.laser.35_tom70n_3_2.tif,53.0,239.0,520963.0
deltac30_w4447.laser.35_tom70n_3_2.tif,62.0,317.0,692931.0
deltac30_w4447.laser.35_tom70n_3_2.tif,63.0,734.0,1598832.0
deltac30_w4447.laser.35_tom70n_3_2.tif,70.0,319.0,693298.0
deltac30_w4447.laser.35_tom70n_3_2.tif,84.0,57.0,123478.0
deltac30_w4447.laser.35_tom70n_3_2.tif,94.0,1265.0,2760705.0
deltac30_w4447.laser.35_tom70n_3_2.tif,96.0,89.0,193924.0
deltac30_w4447.laser.35_tom70n_3_2.tif,98.0,1433.0,3115731.0
deltac30_w4447.laser.35_tom70n_3_2.tif,102.0,82.0,177941.0
deltac30_w4447.laser.35_tom70n_3_2.tif,107.0,173.0,375899.0
deltac30_w4447.laser.35_tom70n_3_2.tif,109.0,516.0,1118892.0
deltac30_w4447.laser.35_tom70n_3_2.tif,113.0,832.0,1820374.0
deltac30_w4447.laser.35_tom70n_3_2.tif,125.0,195.0,422446.0
deltac30_w4447.laser.35_tom70n_3_2.tif,126.0,587.0,1277498.0
deltac30_w4447.laser.35_tom70n_3_2.tif,128.0,70.0,151304.0
deltac30_w4447.laser.35_tom70n_3_2.tif,130.0,59.0,127603.0
deltac30_w4447.laser.35_tom70n_3_2.tif,131.0,139.0,300961.0
deltac30_w4447.laser.35_tom70n_3_2.tif,139.0,242.0,525208.0
deltac30_w4447.laser.35_tom70n_3_2.tif,141.0,127.0,275739.0
deltac30_w4447.laser.35_tom70n_3_2.tif,144.0,44.0,95280.0
deltac30_w4447.laser.35_tom70n_3_2.tif,147.0,8.0,17373.0
deltac30_w4447.laser.35_pex22n_1_1.tif,1.0,529.0,1157912.0
deltac30_w4447.laser.35_pex22n_1_1.tif,2.0,2193.0,4833087.0
deltac30_w4447.laser.35_pex22n_1_1.tif,6.0,1841.0,4038121.0
deltac30_w4447.laser.35_pex22n_1_1.tif,7.0,55.0,121009.0
deltac30_w4447.laser.35_pex22n_1_1.tif,8.0,1411.0,3107213.0
deltac30_w4447.laser.35_pex22n_1_1.tif,10.0,175.0,385621.0
deltac30_w4447.laser.35_pex22n_1_1.tif,11.0,1111.0,2442486.0
deltac30_w4447.laser.35_pex22n_1_1.tif,12.0,1911.0,4196295.0
deltac30_w4447.laser.35_pex22n_1_1.tif,13.0,1337.0,2951180.0
deltac30_w4447.laser.35_pex22n_1_1.tif,14.0,1646.0,3624225.0
deltac30_w4447.laser.35_pex22n_1_1.tif,16.0,642.0,1431376.0
deltac30_w4447.laser.35_pex22n_1_1.tif,20.0,2811.0,6196362.0
deltac30_w4447.laser.35_pex22n_1_1.tif,23.0,129.0,290208.0
deltac30_w4447.laser.35_pex22n_1_1.tif,24.0,2048.0,4495205.0
deltac30_w4447.laser.35_pex22n_1_1.tif,26.0,1425.0,3169932.0
deltac30_w4447.laser.35_pex22n_1_1.tif,36.0,764.0,1681824.0
deltac30_w4447.laser.35_pex22n_1_1.tif,43.0,970.0,2134054.0
deltac30_w4447.laser.35_pex22n_1_1.tif,44.0,1365.0,2981958.0
deltac30_w4447.laser.35_pex22n_1_1.tif,47.0,616.0,1352015.0
deltac30_w4447.laser.35_pex22n_1_1.tif,53.0,252.0,551392.0
deltac30_w4447.laser.35_pex22n_1_1.tif,55.0,886.0,1948966.0
deltac30_w4447.laser.35_pex22n_1_1.tif,56.0,224.0,490755.0
deltac30_w4447.laser.35_pex22n_1_1.tif,60.0,885.0,1936782.0
deltac30_w4447.laser.35_pex22n_1_1.tif,61.0,598.0,1308522.0
deltac30_w4447.laser.35_pex22n_1_1.tif,62.0,36.0,78121.0
deltac30_w4447.laser.35_pex22n_1_1.tif,63.0,432.0,942692.0
deltac30_w4447.laser.35_pex22n_1_1.tif,69.0,904.0,1976077.0
deltac30_w4447.laser.35_pex22n_1_1.tif,72.0,449.0,985793.0
deltac30_w4447.laser.35_pex22n_1_1.tif,75.0,1750.0,3826077.0
deltac30_w4447.laser.35_pex22n_1_1.tif,77.0,43.0,93027.0
deltac30_w4447.laser.35_pex22n_1_1.tif,82.0,1551.0,3381597.0
deltac30_w4447.laser.35_pex22n_1_1.tif,87.0,443.0,969626.0
deltac30_w4447.laser.35_pex22n_1_1.tif,92.0,1010.0,2207749.0
deltac30_w4447.laser.35_pex22n_1_1.tif,93.0,90.0,197983.0
deltac30_w4447.laser.35_pex22n_1_1.tif,101.0,51.0,111149.0
deltac30_w4447.laser.35_pex22n_1_1.tif,102.0,591.0,1296400.0
deltac30_w4447.laser.35_pex22n_1_1.tif,103.0,1114.0,2449064.0
deltac30_w4447.laser.35_pex22n_1_1.tif,104.0,579.0,1270687.0
deltac30_w4447.laser.35_pex22n_1_1.tif,105.0,338.0,736700.0
deltac30_w4447.laser.35_pex22n_1_1.tif,109.0,36.0,84132.0
deltac30_w4447.laser.35_pex22n_1_1.tif,112.0,126.0,273487.0
deltac30_w4447.laser.35_pex22n_1_1.tif,113.0,261.0,566263.0
deltac30_w4447.laser.35_pex22n_1_1.tif,121.0,15.0,32446.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,1.0,469.0,1019591.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,2.0,1343.0,2914600.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,4.0,45.0,97535.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,5.0,1125.0,2452390.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,8.0,1742.0,3804169.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,9.0,2298.0,5003965.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,10.0,1636.0,3557418.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,11.0,81.0,176843.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,13.0,1280.0,2788962.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,14.0,1148.0,2489228.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,15.0,843.0,1824905.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,16.0,67.0,145878.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,17.0,613.0,1334729.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,20.0,2062.0,4485907.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,21.0,930.0,2034777.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,22.0,364.0,797120.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,25.0,1065.0,2323737.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,26.0,1643.0,3572779.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,27.0,75.0,162775.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,28.0,38.0,82062.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,30.0,2922.0,6353820.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,33.0,1659.0,3608812.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,35.0,542.0,1183513.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,37.0,1666.0,3636199.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,39.0,124.0,269311.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,44.0,832.0,1808272.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,45.0,1574.0,3419347.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,48.0,912.0,1987707.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,49.0,1291.0,2811444.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,62.0,443.0,958272.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,63.0,1714.0,3714821.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,64.0,575.0,1249777.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,65.0,961.0,2085228.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,66.0,193.0,418465.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,67.0,126.0,272846.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,68.0,1073.0,2327854.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,71.0,1330.0,2890115.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,74.0,331.0,718378.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,77.0,1589.0,3459620.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,78.0,526.0,1147851.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,84.0,711.0,1546421.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,96.0,118.0,255043.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,108.0,71.0,153249.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,110.0,77.0,166858.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,117.0,808.0,1751698.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,119.0,230.0,498271.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,123.0,420.0,913010.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,130.0,297.0,646568.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,138.0,107.0,232161.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,141.0,10.0,21653.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,142.0,94.0,203794.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,143.0,8.0,17273.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,153.0,1.0,2128.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,154.0,18.0,39156.0
deltac30_w4447.laser.35_msp1wt_1_1.tif,155.0,108.0,234357.0
deltac30_w4447.laser.35_tom70n_3_3.tif,1.0,522.0,1138050.0
deltac30_w4447.laser.35_tom70n_3_3.tif,2.0,1347.0,2934828.0
deltac30_w4447.laser.35_tom70n_3_3.tif,3.0,2196.0,4792659.0
deltac30_w4447.laser.35_tom70n_3_3.tif,4.0,181.0,394401.0
deltac30_w4447.laser.35_tom70n_3_3.tif,5.0,94.0,204856.0
deltac30_w4447.laser.35_tom70n_3_3.tif,6.0,327.0,714947.0
deltac30_w4447.laser.35_tom70n_3_3.tif,7.0,946.0,2059098.0
deltac30_w4447.laser.35_tom70n_3_3.tif,8.0,1865.0,4054055.0
deltac30_w4447.laser.35_tom70n_3_3.tif,12.0,965.0,2107912.0
deltac30_w4447.laser.35_tom70n_3_3.tif,13.0,1901.0,4180634.0
deltac30_w4447.laser.35_tom70n_3_3.tif,15.0,113.0,248241.0
deltac30_w4447.laser.35_tom70n_3_3.tif,17.0,443.0,976233.0
deltac30_w4447.laser.35_tom70n_3_3.tif,18.0,406.0,888678.0
deltac30_w4447.laser.35_tom70n_3_3.tif,19.0,659.0,1443704.0
deltac30_w4447.laser.35_tom70n_3_3.tif,21.0,692.0,1516716.0
deltac30_w4447.laser.35_tom70n_3_3.tif,23.0,678.0,1471602.0
deltac30_w4447.laser.35_tom70n_3_3.tif,24.0,297.0,645689.0
deltac30_w4447.laser.35_tom70n_3_3.tif,25.0,693.0,1510812.0
deltac30_w4447.laser.35_tom70n_3_3.tif,26.0,427.0,930247.0
deltac30_w4447.laser.35_tom70n_3_3.tif,27.0,1181.0,2569220.0
deltac30_w4447.laser.35_tom70n_3_3.tif,30.0,246.0,540213.0
deltac30_w4447.laser.35_tom70n_3_3.tif,32.0,426.0,928985.0
deltac30_w4447.laser.35_tom70n_3_3.tif,35.0,305.0,666099.0
deltac30_w4447.laser.35_tom70n_3_3.tif,36.0,438.0,952435.0
deltac30_w4447.laser.35_tom70n_3_3.tif,37.0,1774.0,3866631.0
deltac30_w4447.laser.35_tom70n_3_3.tif,39.0,90.0,194921.0
deltac30_w4447.laser.35_tom70n_3_3.tif,43.0,1430.0,3108055.0
deltac30_w4447.laser.35_tom70n_3_3.tif,45.0,1418.0,3090518.0
deltac30_w4447.laser.35_tom70n_3_3.tif,47.0,1596.0,3481929.0
deltac30_w4447.laser.35_tom70n_3_3.tif,49.0,650.0,1424051.0
deltac30_w4447.laser.35_tom70n_3_3.tif,50.0,997.0,2173269.0
deltac30_w4447.laser.35_tom70n_3_3.tif,51.0,1231.0,2688293.0
deltac30_w4447.laser.35_tom70n_3_3.tif,52.0,100.0,217342.0
deltac30_w4447.laser.35_tom70n_3_3.tif,53.0,8.0,17233.0
deltac30_w4447.laser.35_tom70n_3_3.tif,54.0,1093.0,2367807.0
deltac30_w4447.laser.35_tom70n_3_3.tif,57.0,371.0,813272.0
deltac30_w4447.laser.35_tom70n_3_3.tif,58.0,377.0,822316.0
deltac30_w4447.laser.35_tom70n_3_3.tif,59.0,131.0,285564.0
deltac30_w4447.laser.35_tom70n_3_3.tif,60.0,84.0,182983.0
deltac30_w4447.laser.35_tom70n_3_3.tif,61.0,2414.0,5265015.0
deltac30_w4447.laser.35_tom70n_3_3.tif,62.0,920.0,2000622.0
deltac30_w4447.laser.35_tom70n_3_3.tif,64.0,117.0,254076.0
deltac30_w4447.laser.35_tom70n_3_3.tif,67.0,1343.0,2927107.0
deltac30_w4447.laser.35_tom70n_3_3.tif,68.0,121.0,261886.0
deltac30_w4447.laser.35_tom70n_3_3.tif,71.0,800.0,1736310.0
deltac30_w4447.laser.35_tom70n_3_3.tif,72.0,826.0,1806807.0
deltac30_w4447.laser.35_tom70n_3_3.tif,74.0,196.0,429526.0
deltac30_w4447.laser.35_tom70n_3_3.tif,79.0,187.0,404654.0
deltac30_w4447.laser.35_tom70n_3_3.tif,80.0,1095.0,2391211.0
deltac30_w4447.laser.35_tom70n_3_3.tif,83.0,208.0,452187.0
deltac30_w4447.laser.35_tom70n_3_3.tif,88.0,75.0,162065.0
deltac30_w4447.laser.35_tom70n_3_3.tif,89.0,8.0,17376.0
deltac30_w4447.laser.35_tom70n_3_3.tif,91.0,155.0,335815.0
deltac30_w4447.laser.35_tom70n_3_3.tif,95.0,158.0,343037.0
deltac30_w4447.laser.35_tom70n_3_3.tif,98.0,441.0,965784.0
deltac30_w4447.laser.35_tom70n_3_3.tif,100.0,224.0,486290.0
deltac30_w4447.laser.35_tom70n_3_3.tif,102.0,140.0,304064.0
deltac30_w4447.laser.35_tom70n_3_3.tif,107.0,666.0,1443686.0
deltac30_w4447.laser.35_tom70n_3_3.tif,109.0,493.0,1069419.0
deltac30_w4447.laser.35_tom70n_3_3.tif,115.0,504.0,1102168.0
deltac30_w4447.laser.35_tom70n_3_3.tif,123.0,116.0,252729.0
deltac30_w4447.laser.35_tom70n_3_3.tif,126.0,5.0,10886.0
deltac30_w4447.laser.35_tom70n_3_3.tif,135.0,108.0,234473.0
deltac30_w4447.laser.35_tom70n_3_3.tif,137.0,85.0,184213.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,1.0,16.0,34756.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,2.0,1119.0,2439976.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,3.0,2359.0,5125953.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,4.0,28.0,60548.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,8.0,1799.0,3907059.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,9.0,856.0,1859389.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,10.0,1826.0,3974067.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,11.0,377.0,825573.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,12.0,2261.0,4914232.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,14.0,83.0,180831.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,15.0,193.0,421497.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,16.0,1058.0,2310918.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,17.0,151.0,328945.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,18.0,3121.0,6774661.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,20.0,2269.0,4941908.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,23.0,2346.0,5114833.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,24.0,1067.0,2328761.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,26.0,583.0,1273045.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,30.0,167.0,363694.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,33.0,173.0,377127.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,34.0,1860.0,4047527.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,35.0,1234.0,2682962.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,37.0,690.0,1502640.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,38.0,3884.0,8459921.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,45.0,427.0,931462.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,46.0,679.0,1482954.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,48.0,417.0,910571.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,49.0,1581.0,3439833.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,50.0,578.0,1260995.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,51.0,648.0,1417128.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,52.0,1218.0,2646614.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,54.0,829.0,1798482.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,61.0,476.0,1035009.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,67.0,1496.0,3264012.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,70.0,1520.0,3312421.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,71.0,385.0,840275.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,72.0,436.0,944580.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,73.0,2014.0,4371505.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,80.0,822.0,1795671.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,81.0,1174.0,2554483.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,84.0,824.0,1787587.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,86.0,322.0,700403.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,95.0,430.0,935904.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,96.0,1845.0,4014282.0
deltac30_w4447.laser.35_msp1wt_1_5.tif,99.0,335.0,728029.0
