img,obj_number,volume,yfp,organelle
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,775.0,119.0,259731.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,776.0,133.0,287744.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,778.0,167.0,361157.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,789.0,27.0,58877.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,829.0,314.0,681271.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,831.0,249.0,542879.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,851.0,211.0,456795.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,855.0,56.0,121934.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,868.0,54.0,116903.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,870.0,95.0,204365.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,882.0,34.0,73486.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,883.0,30.0,65268.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,886.0,14.0,30590.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,887.0,17.0,36798.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,888.0,21.0,46049.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_2.tif,890.0,9.0,19494.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,1.0,773.0,1768860.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,2.0,451.0,1021160.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,3.0,1603.0,3609793.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,4.0,1665.0,3731817.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,5.0,950.0,2138784.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,6.0,1600.0,3606591.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,7.0,308.0,691866.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,8.0,524.0,1186284.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,9.0,520.0,1175223.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,10.0,119.0,265994.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,11.0,370.0,822867.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,12.0,2480.0,5459199.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,13.0,1584.0,3554330.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,14.0,2353.0,5236448.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,15.0,3144.0,6989289.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,17.0,2666.0,5925818.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,20.0,2105.0,4694537.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,21.0,226.0,504237.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,22.0,1329.0,2940705.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,23.0,2213.0,4907714.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,24.0,960.0,2145482.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,31.0,2260.0,5037179.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,33.0,400.0,896443.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,34.0,358.0,808210.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,35.0,857.0,1906417.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,37.0,1010.0,2266843.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,46.0,594.0,1319233.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,50.0,15.0,33106.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,52.0,1362.0,3026319.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,54.0,285.0,633231.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,61.0,671.0,1510336.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,65.0,278.0,629790.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,66.0,965.0,2147897.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,69.0,969.0,2146289.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,70.0,255.0,567951.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,73.0,78.0,171742.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,74.0,129.0,288691.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,76.0,155.0,341723.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,78.0,723.0,1620284.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,79.0,394.0,908886.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,84.0,26.0,56982.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,91.0,729.0,1633790.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,93.0,1164.0,2621674.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,105.0,51.0,112692.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,106.0,1355.0,2985123.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,108.0,239.0,526106.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,111.0,678.0,1500490.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,114.0,203.0,449926.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,117.0,450.0,998666.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,119.0,206.0,455290.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,126.0,465.0,1030304.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,129.0,1.0,2214.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,135.0,216.0,481591.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,143.0,46.0,101628.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,146.0,14.0,31221.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_1.tif,149.0,158.0,351313.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,1.0,517.0,1166074.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,3.0,1116.0,2492078.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,5.0,370.0,835916.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,6.0,189.0,422592.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,7.0,2349.0,5195416.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,9.0,723.0,1609398.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,10.0,516.0,1150090.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,11.0,566.0,1261346.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,12.0,1831.0,4087182.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,13.0,632.0,1405329.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,14.0,2172.0,4845186.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,16.0,1438.0,3201086.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,18.0,1098.0,2442757.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,19.0,1668.0,3751050.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,20.0,463.0,1050073.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,21.0,784.0,1760295.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,22.0,236.0,528160.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,25.0,948.0,2100491.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,26.0,1813.0,4061513.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,28.0,1090.0,2422749.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,29.0,1654.0,3707318.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,30.0,1129.0,2503057.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,31.0,36.0,78494.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,33.0,2221.0,4980166.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,35.0,3690.0,8283367.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,38.0,131.0,290563.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,39.0,374.0,833876.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,42.0,192.0,424923.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,43.0,757.0,1682541.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,44.0,1873.0,4156603.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,45.0,816.0,1825142.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,46.0,353.0,784349.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,47.0,1947.0,4387642.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,50.0,1542.0,3440473.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,51.0,261.0,592491.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,52.0,82.0,183247.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,53.0,69.0,151099.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,56.0,592.0,1334690.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,57.0,691.0,1557462.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,59.0,54.0,118300.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,61.0,166.0,368914.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,63.0,436.0,970725.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,64.0,1927.0,4296339.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,68.0,1119.0,2482958.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,70.0,790.0,1757090.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,73.0,5.0,10930.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,74.0,1166.0,2596452.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,75.0,303.0,678725.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,76.0,198.0,436629.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,78.0,2248.0,4974134.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,80.0,1926.0,4243861.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,82.0,1075.0,2391434.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,88.0,992.0,2217373.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,92.0,233.0,525825.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,93.0,1193.0,2659718.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,94.0,924.0,2058388.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,101.0,217.0,485280.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,103.0,1998.0,4439529.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,107.0,1628.0,3625602.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,109.0,374.0,835370.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,112.0,835.0,1865318.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,116.0,1198.0,2664733.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,118.0,15.0,33757.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,120.0,778.0,1780352.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,121.0,460.0,1066278.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,125.0,281.0,623696.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,129.0,509.0,1143700.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,131.0,616.0,1368190.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,136.0,1309.0,2877709.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,141.0,75.0,167532.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,147.0,1457.0,3272034.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,155.0,1104.0,2463201.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,162.0,1600.0,3548937.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,165.0,129.0,285124.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,166.0,326.0,735945.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,170.0,798.0,1779932.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,172.0,774.0,1706820.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,186.0,829.0,1846480.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,187.0,894.0,1979132.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,206.0,405.0,912233.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,228.0,545.0,1200539.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,229.0,98.0,217557.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,239.0,85.0,188210.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,240.0,108.0,238788.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,249.0,1062.0,2348412.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_5.tif,253.0,271.0,598388.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,1.0,662.0,1526802.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,2.0,988.0,2203494.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,3.0,617.0,1371434.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,4.0,606.0,1357543.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,5.0,1616.0,3621920.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,8.0,1935.0,4376576.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,9.0,2212.0,4933414.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,10.0,795.0,1796129.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,11.0,1344.0,3002291.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,12.0,63.0,139769.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,13.0,1414.0,3156070.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,14.0,2036.0,4517808.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,15.0,630.0,1401288.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,17.0,3829.0,8686161.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,19.0,292.0,652120.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,20.0,604.0,1353309.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,21.0,778.0,1741044.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,22.0,1554.0,3445686.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,25.0,794.0,1780656.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,27.0,1215.0,2719255.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,29.0,1104.0,2471059.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,30.0,1660.0,3694098.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,31.0,1775.0,3952460.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,32.0,1358.0,3063342.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,35.0,338.0,757832.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,36.0,2407.0,5333767.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,37.0,1093.0,2419923.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,38.0,1208.0,2692288.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,40.0,505.0,1127074.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,43.0,1937.0,4311432.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,44.0,284.0,633481.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,45.0,1220.0,2714582.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,47.0,280.0,628739.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,50.0,1778.0,3965670.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,51.0,1934.0,4339471.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,56.0,305.0,680642.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,57.0,1902.0,4237790.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,58.0,795.0,1783242.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,59.0,710.0,1583375.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,60.0,26.0,57002.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,62.0,1894.0,4224620.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,65.0,131.0,291782.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,67.0,98.0,217852.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,68.0,796.0,1761569.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,69.0,1220.0,2695673.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,77.0,1072.0,2411441.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,78.0,924.0,2070896.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,81.0,1548.0,3453232.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,84.0,22.0,47691.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,85.0,24.0,53762.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,90.0,1003.0,2230669.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,91.0,2430.0,5444150.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,101.0,847.0,1870758.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,103.0,74.0,166036.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,104.0,193.0,425490.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,105.0,219.0,482502.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,108.0,205.0,458259.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,109.0,1077.0,2375397.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,110.0,606.0,1363009.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,112.0,1189.0,2657358.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,114.0,816.0,1826835.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,116.0,217.0,480693.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,117.0,514.0,1148979.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,121.0,131.0,289997.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,125.0,113.0,248720.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,126.0,82.0,180184.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,127.0,929.0,2053834.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,133.0,357.0,789422.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,138.0,490.0,1087395.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,139.0,53.0,120340.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,145.0,5.0,11022.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,146.0,1771.0,3921999.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,147.0,552.0,1218680.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,151.0,1144.0,2534354.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,161.0,221.0,491531.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,170.0,949.0,2109563.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,172.0,166.0,362935.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,180.0,290.0,641077.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,181.0,308.0,688338.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,182.0,1004.0,2219718.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,183.0,129.0,283992.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,193.0,1552.0,3452825.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,195.0,512.0,1132336.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,208.0,161.0,357404.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,212.0,725.0,1608534.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,222.0,33.0,71921.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,233.0,106.0,235081.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,244.0,8.0,17250.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,248.0,312.0,692955.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,254.0,147.0,324964.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,257.0,142.0,313733.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,260.0,45.0,99655.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,266.0,413.0,912447.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,280.0,161.0,358141.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,283.0,92.0,204165.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,292.0,6.0,13064.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,294.0,469.0,1037010.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,298.0,5.0,11040.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,299.0,245.0,536181.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,303.0,52.0,114120.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_3.tif,304.0,136.0,298815.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,1.0,115.0,261497.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,2.0,3398.0,7383245.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,3.0,388.0,857327.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,4.0,1368.0,2993321.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,5.0,10.0,21841.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,6.0,3104.0,6755342.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,8.0,1558.0,3391922.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,9.0,2425.0,5281433.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,10.0,1759.0,3834966.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,11.0,2534.0,5504156.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,13.0,4125.0,8986794.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,14.0,1235.0,2679643.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,15.0,88.0,192064.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,19.0,1579.0,3434398.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,21.0,4567.0,9932739.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,22.0,929.0,2030247.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,24.0,2251.0,4880412.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,27.0,1324.0,2894345.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,28.0,707.0,1545369.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,32.0,361.0,782483.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,34.0,1808.0,3952485.0,mito
swaps_w2447.laser.35_pex22nmsp1cyfp_1.tif,35.0,2248.0,4893393.0,mito
