img,obj_number,volume,yfp,organelle
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,36.0,265.0,585435.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,37.0,81.0,181277.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,38.0,2859.0,6316159.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,41.0,1976.0,4371108.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,42.0,713.0,1601822.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,51.0,910.0,2030583.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,55.0,377.0,839570.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,62.0,391.0,875883.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,72.0,264.0,590933.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,76.0,884.0,1996147.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,78.0,455.0,1028660.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,79.0,105.0,230836.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,85.0,47.0,103963.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,93.0,205.0,454631.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,98.0,59.0,130123.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,99.0,1469.0,3258886.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,116.0,696.0,1554930.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,117.0,686.0,1523449.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,124.0,1504.0,3331385.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,136.0,108.0,238953.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,137.0,498.0,1107190.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_2.tif,143.0,324.0,718650.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,1.0,53.0,117726.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,2.0,2609.0,5779776.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,3.0,41.0,90882.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,4.0,2709.0,6101199.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,5.0,1631.0,3639482.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,6.0,3202.0,7112058.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,7.0,915.0,2063893.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,8.0,2602.0,5867999.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,9.0,2268.0,5131788.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,10.0,1450.0,3266719.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,13.0,615.0,1381847.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,14.0,742.0,1667433.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,16.0,1886.0,4221826.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,18.0,437.0,967369.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,19.0,1670.0,3713262.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,20.0,2507.0,5661450.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,23.0,2160.0,4883519.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,24.0,1825.0,4109171.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,25.0,2684.0,6023940.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,26.0,2140.0,4753737.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,28.0,1791.0,4030951.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,29.0,1303.0,2880032.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,30.0,1285.0,2852477.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,33.0,1445.0,3223367.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,34.0,246.0,551388.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,35.0,985.0,2203135.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,38.0,347.0,773536.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,41.0,2038.0,4524469.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,47.0,1604.0,3578707.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,48.0,1252.0,2807755.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,49.0,1767.0,3908369.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,50.0,10.0,22977.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,51.0,4.0,8773.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,52.0,2243.0,5030959.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,56.0,513.0,1143279.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,66.0,1380.0,3087127.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,71.0,1681.0,3759648.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,73.0,1449.0,3234297.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,74.0,290.0,643460.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,78.0,732.0,1638476.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,81.0,2402.0,5332437.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,88.0,379.0,845661.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,92.0,1274.0,2871134.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,101.0,318.0,706472.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,116.0,324.0,722975.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,117.0,3.0,6522.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,122.0,713.0,1592499.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,128.0,589.0,1311125.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,130.0,296.0,658459.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,146.0,141.0,314630.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,147.0,838.0,1854656.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,157.0,120.0,268474.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,166.0,936.0,2081612.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,175.0,112.0,247171.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,191.0,10.0,21899.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,193.0,165.0,366331.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,197.0,440.0,975682.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,214.0,475.0,1048661.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,217.0,448.0,995582.0,mito
swaps_w2447.laser.35_msp1yfp_1.tif,221.0,51.0,112330.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,1.0,766.0,1736124.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,2.0,140.0,313634.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,3.0,1084.0,2419364.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,4.0,765.0,1721838.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,5.0,406.0,915292.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,6.0,1376.0,3075881.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,7.0,1966.0,4375780.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,8.0,124.0,281295.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,9.0,2334.0,5179243.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,10.0,1371.0,3019866.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,11.0,291.0,644909.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,12.0,3031.0,6707737.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,14.0,1518.0,3371359.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,15.0,2647.0,5907884.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,16.0,1614.0,3574422.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,17.0,1442.0,3172390.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,18.0,1462.0,3250390.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,19.0,1960.0,4350291.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,20.0,1794.0,3982759.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,21.0,1456.0,3216560.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,22.0,140.0,310061.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,24.0,2687.0,5951388.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,26.0,2371.0,5311276.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,28.0,2066.0,4609484.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,31.0,1009.0,2251170.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,32.0,993.0,2198163.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,33.0,96.0,214020.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,34.0,1225.0,2753648.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,35.0,284.0,633102.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,36.0,525.0,1176980.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,37.0,548.0,1230420.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,39.0,2684.0,5951564.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,44.0,1336.0,3013875.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,48.0,309.0,685906.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,51.0,234.0,543908.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,52.0,90.0,200578.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,53.0,953.0,2137704.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,54.0,293.0,655112.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,59.0,2400.0,5346057.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,61.0,2023.0,4540515.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,63.0,1137.0,2545150.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,65.0,100.0,220977.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,66.0,2955.0,6562954.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,67.0,11.0,24345.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,68.0,212.0,471225.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,78.0,655.0,1461633.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,79.0,1099.0,2453343.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,80.0,951.0,2123906.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,82.0,1182.0,2633252.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,83.0,736.0,1633708.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,84.0,1340.0,2992263.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,91.0,715.0,1607426.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,93.0,395.0,876381.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,94.0,1132.0,2543227.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,99.0,1563.0,3494062.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,103.0,848.0,1897009.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,106.0,1474.0,3296232.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,115.0,567.0,1262063.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,118.0,294.0,666877.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,121.0,118.0,262171.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,125.0,224.0,499207.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,128.0,1156.0,2568372.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,132.0,2117.0,4676974.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,142.0,547.0,1218617.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,149.0,519.0,1156373.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,150.0,92.0,205275.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,157.0,649.0,1444485.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,159.0,1200.0,2675894.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,161.0,586.0,1300954.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,162.0,1982.0,4368766.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,163.0,153.0,336057.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,166.0,586.0,1313913.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,169.0,801.0,1789870.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,171.0,688.0,1540646.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,180.0,746.0,1644484.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,182.0,2048.0,4552815.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,187.0,402.0,895003.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,188.0,456.0,1017449.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,194.0,1245.0,2772153.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,198.0,277.0,616743.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,203.0,803.0,1793335.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,208.0,1223.0,2740526.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,213.0,1366.0,3043608.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,214.0,769.0,1708577.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,217.0,84.0,186676.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,224.0,296.0,657257.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,226.0,802.0,1779342.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,227.0,1111.0,2474373.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,228.0,99.0,217013.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,231.0,588.0,1323266.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,232.0,227.0,508518.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,237.0,607.0,1332956.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,241.0,188.0,423351.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,252.0,341.0,753358.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,258.0,834.0,1858600.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,260.0,999.0,2209047.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,270.0,189.0,414974.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,278.0,663.0,1467784.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,292.0,616.0,1357045.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,315.0,203.0,447724.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,326.0,36.0,78506.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,329.0,315.0,690800.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,333.0,296.0,657139.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,336.0,179.0,393044.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,356.0,94.0,206871.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,362.0,11.0,24161.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,363.0,374.0,827784.0,mito
swaps_w2447.laser.35_tom70nmsp1cyfp-2_4.tif,365.0,115.0,253939.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,1.0,1.0,2264.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,2.0,19.0,41668.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,3.0,215.0,481009.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,4.0,2525.0,5634450.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,6.0,981.0,2235688.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,7.0,10.0,22121.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,8.0,641.0,1446411.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,9.0,3845.0,8628636.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,10.0,1615.0,3604362.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,12.0,1096.0,2453937.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,14.0,1070.0,2443737.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,15.0,2510.0,5554561.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,17.0,1808.0,4076762.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,18.0,857.0,1924198.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,21.0,658.0,1502335.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,23.0,2502.0,5552101.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,24.0,989.0,2222017.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,27.0,1852.0,4153680.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,29.0,1320.0,2970798.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,30.0,935.0,2080287.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,31.0,1625.0,3588308.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,33.0,2590.0,5844970.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,35.0,583.0,1333241.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,36.0,874.0,1985285.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,37.0,747.0,1663583.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,41.0,3318.0,7382277.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,43.0,3032.0,6844072.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,44.0,1620.0,3665314.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,50.0,522.0,1168533.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,52.0,184.0,413989.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,54.0,1850.0,4300154.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,55.0,162.0,359353.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,56.0,1723.0,3913458.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,62.0,236.0,529658.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,63.0,1063.0,2449585.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,67.0,712.0,1608121.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,69.0,369.0,823564.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,72.0,1217.0,2693892.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,73.0,1729.0,3858063.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,75.0,324.0,719331.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,77.0,2859.0,6373e3,mito
swaps_w2447.laser.35_msp1yfp_5.tif,84.0,315.0,699341.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,88.0,304.0,684522.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,92.0,1693.0,3806844.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,94.0,501.0,1119399.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,98.0,337.0,746286.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,99.0,594.0,1346134.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,110.0,1176.0,2602694.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,111.0,797.0,1788326.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,114.0,23.0,51380.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,115.0,286.0,638777.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,125.0,458.0,1014723.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,131.0,362.0,814279.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,134.0,660.0,1472326.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,135.0,1267.0,2805471.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,140.0,192.0,426912.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,165.0,120.0,267768.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,168.0,148.0,329304.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,184.0,49.0,107337.0,mito
swaps_w2447.laser.35_msp1yfp_5.tif,207.0,79.0,175323.0,mito
